Authority Name,SNAC,LAid,Service Name,LGSL,LGIL,Service URL
Arun District Council,45UC,5,Find out about repairs to communal areas of council properties,140,8,http://www.arun.gov.uk/main.cfm?type=REACTIVEREPAIRS&objectid=4104
Arun District Council,45UC,5,Request a repair to a council property,141,0,http://www.arun.gov.uk/main.cfm?type=REACTIVEREPAIRS&objectid=4104
Arun District Council,45UC,5,Find out about repairs to council properties,141,8,http://www.arun.gov.uk/main.cfm?type=REACTIVEREPAIRS&objectid=4104
Arun District Council,45UC,5,Apply for decoration or disturbance allowance,143,0,http://www.arun.gov.uk/main.cfm?type=REACTIVEREPAIRS&objectid=4104
Arun District Council,45UC,5,Find out about decoration and disturbance allowances for council tenants,143,8,http://www.arun.gov.uk/main.cfm?type=REACTIVEREPAIRS&objectid=4104
Arun District Council,45UC,5,Find out about Housing - council - rechargeable repairs,146,8,http://www.arun.gov.uk/main.cfm?type=HOUSINGREPAIRS
Arun District Council,45UC,5,Apply for garden maintenance for elderly or disabled council tenants,147,0,http://www.arun.gov.uk/main.cfm?type=TENANTRESPONSIBILI&objectid=4109
Arun District Council,45UC,5,Find out about garden maintenance for elderly or disabled council tenants,147,8,http://www.arun.gov.uk/main.cfm?type=TENANTRESPONSIBILI&objectid=4109
Arun District Council,45UC,5,Apply for a council rent inspection of shared accommodation,149,0,http://www.arun.gov.uk/main.cfm?type=LICENSINGMULTIPLEO
Arun District Council,45UC,5,Find out about council rent inspections of shared accommodation,149,8,http://www.arun.gov.uk/main.cfm?type=LICENSINGMULTIPLEO
Arun District Council,45UC,5,Apply for a council safety inspection of a home in multiple occupation,150,0,http://www.arun.gov.uk/main.cfm?type=LICENSINGMULTIPLEO
Arun District Council,45UC,5,Find out about council safety inspections of homes in multiple occupation,150,8,http://www.arun.gov.uk/main.cfm?type=LICENSINGMULTIPLEO
Arun District Council,45UC,5,Make an application under the right to buy scheme,151,0,http://www.arun.gov.uk/main.cfm?type=RIGHTTOBUY&objectid=4119
Arun District Council,45UC,5,Find out about the right to buy scheme,151,8,http://www.arun.gov.uk/main.cfm?type=RIGHTTOBUY&objectid=4119
Arun District Council,45UC,5,Request a repair of a council communal area (for leaseholders),156,0,http://www.arun.gov.uk/main.cfm?type=REPAIRSANDMAINTENA
Arun District Council,45UC,5,Pay your service charges,156,2,http://www.arun.gov.uk/main.cfm?type=REPAIRSANDMAINTENA
Arun District Council,45UC,5,Find out about council repairs of communal areas (for leaseholders),156,8,http://www.arun.gov.uk/main.cfm?type=REPAIRSANDMAINTENA
Arun District Council,45UC,5,Find out about the council's interpreting and translation service,169,8,http://www.arun.gov.uk/main.cfm?Type=HELP
Arun District Council,45UC,5,Apply for sheltered and supported housing,230,0,http://www.placesforpeople.co.uk/find_a_home/sheltered_housing.aspx
Arun District Council,45UC,5,Find out about sheltered and supported housing,230,8,http://www.placesforpeople.co.uk/find_a_home/sheltered_housing.aspx
Arun District Council,45UC,5,Apply for a community transport journey,272,0,http://www.westsussex.gov.uk/leisure/getting_around_west_sussex/public_transport/community_and_rural_transport.aspx
Arun District Council,45UC,5,Find out about community transport schemes,272,8,http://www.westsussex.gov.uk/leisure/getting_around_west_sussex/public_transport/community_and_rural_transport.aspx
Arun District Council,45UC,5,Apply for an older person s bus pass,273,0,http://www.arun.gov.uk/main.cfm?type=BUSPASSES1
Arun District Council,45UC,5,Find out about older person s bus pass,273,8,http://www.arun.gov.uk/main.cfm?type=BUSPASSES1
Arun District Council,45UC,5,Apply for a disabled person's bus pass,280,0,http://www.arun.gov.uk/main.cfm?type=BUSPASSES1
Arun District Council,45UC,5,Find out about the disabled person's bus pass,280,8,http://www.arun.gov.uk/main.cfm?type=BUSPASSES1
Arun District Council,45UC,5,Apply for direct payments,287,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2164
Arun District Council,45UC,5,Find out about direct payments,287,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2164
Arun District Council,45UC,5,Find out about local support groups and organisations,297,8,http://www.arun.gov.uk/cgi-bin/orgsearch.pl?searchtext=community+support
Arun District Council,45UC,5,Find out about local carer support groups and organisations,298,8,http://www.carerswsx.org.uk/
Arun District Council,45UC,5,Apply for a community alarm,313,0,http://www.arun.gov.uk/main.cfm?type=LIFELINE&objectid=3116
Arun District Council,45UC,5,Find out about community alarm services,313,8,http://www.arun.gov.uk/main.cfm?type=LIFELINE&objectid=3116
Arun District Council,45UC,5,Find out about civil marriage ceremonies,317,8,http://www.arun.gov.uk/main.cfm?type=GETTINGMARRIED&objectid=2703
Arun District Council,45UC,5,Find out about the bereavement service,328,8,http://www.arun.gov.uk/main.cfm?type=DEATHANDBEREAVEMEN
Arun District Council,45UC,5,Find out about a community funeral service,329,8,http://www.arun.gov.uk/main.cfm?type=BURIALGROUNDS
Arun District Council,45UC,5,Find out about cremation,330,8,http://www.arun.gov.uk/main.cfm?type=BURIALGROUNDS
Arun District Council,45UC,5,Find out about funeral expenses,331,8,http://www.arun.gov.uk/mediaFiles/downloads/1038352/CemeteryFees2010.pdf
Arun District Council,45UC,5,Apply to buy a grave plot,333,0,http://www.arun.gov.uk/mediaFiles/downloads/1038352/CemeteryFees2010.pdf
Arun District Council,45UC,5,Find out about buying a grave plot,333,8,http://www.arun.gov.uk/mediaFiles/downloads/1038352/CemeteryFees2010.pdf
Arun District Council,45UC,5,Find out about burial and grave details,335,8,http://www.arun.gov.uk/mediaFiles/downloads/1038352/CemeteryFees2010.pdf
Arun District Council,45UC,5,Apply for a job at your local council,337,0,http://www.arun.gov.uk/main.cfm?type=JOBS
Arun District Council,45UC,5,Find out about jobs at your local council,337,8,http://www.arun.gov.uk/main.cfm?type=JOBS
Arun District Council,45UC,5,Pay for business advice - miscellaneous payments,349,4,http://www.arun.gov.uk/main.cfm?type=JOBS
Arun District Council,45UC,5,Find out about business advice - miscellaneous payments,349,8,http://www.arun.gov.uk/main.cfm?type=JOBS
Arun District Council,45UC,5,Regulation of  business advice - miscellaneous payments,349,9,http://www.arun.gov.uk/main.cfm?type=JOBS
Arun District Council,45UC,5,Make a complaint about your local council,353,0,http://www.arun.gov.uk/main.cfm?type=COMPLAINTS&objectid=3472
Arun District Council,45UC,5,Find out about complaints procedure,353,8,http://www.arun.gov.uk/main.cfm?type=COMPLAINTS&objectid=3472
Arun District Council,45UC,5,"Search council minutes, agendas and reports",354,8,http://www.arun.gov.uk/main.cfm?type=COMMITTEESERVICES
Arun District Council,45UC,5,Find out about councillors declaration of interest,355,8,http://www.arun.gov.uk/main.cfm?type=CODEOFCONDUCTSTAND
Arun District Council,45UC,5,Find out about councillor advice surgeries,357,8,http://www.arun.gov.uk/main.cfm?type=DISTRICTCOUNCILLOR
Arun District Council,45UC,5,Find out about your local councillors,358,8,http://www.arun.gov.uk/main.cfm?type=DISTRICTCOUNCILLOR
Arun District Council,45UC,5,Find out local council news,359,8,http://www.arun.gov.uk/main.cfm?type=NINTRO
Arun District Council,45UC,5,Apply for a proxy vote,361,0,http://www.arun.gov.uk/main.cfm?type=VOTINGEXPLAINED&objectid=5446
Arun District Council,45UC,5,Find out about proxy votes,361,8,http://www.arun.gov.uk/main.cfm?type=VOTINGEXPLAINED&objectid=5446
Arun District Council,45UC,5,Find out about elections,362,8,http://www.arun.gov.uk/main.cfm?type=VOTINGEXPLAINED&objectid=5446
Arun District Council,45UC,5,Apply to register on the electoral roll,364,0,http://www.arun.gov.uk/main.cfm?type=REGISTEROFELECTORS&objectid=3409
Arun District Council,45UC,5,Find out about the electoral register,364,8,http://www.arun.gov.uk/main.cfm?type=REGISTEROFELECTORS&objectid=3409
Arun District Council,45UC,5,Report an abandoned vehicle ,372,0,http://www.arun.gov.uk/main.cfm?type=ABANDONEDVEHICLES&objectid=3803
Arun District Council,45UC,5,Find out about abandoned vehicles,372,8,http://www.arun.gov.uk/main.cfm?type=ABANDONEDVEHICLES&objectid=3803
Arun District Council,45UC,5,Apply for: Licences - pet shops,375,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=68
Arun District Council,45UC,5,Find out about : Licences - pet shops,375,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=68
Arun District Council,45UC,5,Regulation of licences - pet shops,375,9,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=68
Arun District Council,45UC,5,Find out about licences - sex shops,388,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=71
Arun District Council,45UC,5,Regulation of licences - sex shops,388,9,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=71
Arun District Council,45UC,5,Find out about food premises registration,390,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=353
Arun District Council,45UC,5,Registration of food premises registration,390,9,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=353
Arun District Council,45UC,5,Report illegal street trading,399,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=69
Arun District Council,45UC,5,Find out about illegal street trading,399,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=69
Arun District Council,45UC,5,Find out about licences - street trading,400,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=71
Arun District Council,45UC,5,Regulation of licences - street trading,400,9,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=71
Arun District Council,45UC,5,Report a noise nuisance,412,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=80
Arun District Council,45UC,5,Find out about Pollution control - noise,412,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=80
Arun District Council,45UC,5,Find out about local air  pollution,413,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=75
Arun District Council,45UC,5,Apply for an asbestos inspection,415,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2226
Arun District Council,45UC,5,Find out about asbestos removal,415,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2226
Arun District Council,45UC,5,Find out about contaminated land,418,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=78
Arun District Council,45UC,5,Report discarded syringes,428,0,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=4825
Arun District Council,45UC,5,Find out about Safety - syringes - disposal,428,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=4825
Arun District Council,45UC,5,Report a pest problem,431,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2023
Arun District Council,45UC,5,Find out about pest control,431,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2023
Arun District Council,45UC,5,Report a stray dog,432,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=53
Arun District Council,45UC,5,Find out about the dog warden service,432,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=53
Arun District Council,45UC,5,Apply for a renovation grant,433,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=239
Arun District Council,45UC,5,Find out about renovation grants,433,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=239
Arun District Council,45UC,5,Find out about infectious diseases,435,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=354
Arun District Council,45UC,5,Apply for a leisure pass,456,0,http://www.inspireleisure.co.uk/
Arun District Council,45UC,5,Find out about leisure passes,456,8,http://www.inspireleisure.co.uk/
Arun District Council,45UC,5,Find out about local parks,461,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=4041
Arun District Council,45UC,5,Appeal against your parking fine,471,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=465
Arun District Council,45UC,5,Pay your parking fine,471,4,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2164
Arun District Council,45UC,5,Find out about parking fines,471,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2164
Arun District Council,45UC,5,Apply for a parking permit,474,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=285
Arun District Council,45UC,5,Find out about parking permits,474,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=285
Arun District Council,45UC,5,Find out how to apply for a dropped kerb,477,8,http://www.planningportal.gov.uk/permission/house
Arun District Council,45UC,5,Find out about council car parks,478,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=285
Arun District Council,45UC,5,Apply for planning permission,485,0,http://www.planningportal.gov.uk/
Arun District Council,45UC,5,Find out about planning permission,485,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1359
Arun District Council,45UC,5,Find out about local transport policy,493,8,http://www.westsussex.gov.uk/leisure/getting_around_west_sussex/roads_and_pathways.aspx
Arun District Council,45UC,5,Find out about crime prevention in town centres,497,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=23
Arun District Council,45UC,5,Apply for building regulations approval,499,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=471
Arun District Council,45UC,5,Find out more about building regulations,499,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=471
Arun District Council,45UC,5,Apply for permission to work on a protected tree,508,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1343
Arun District Council,45UC,5,Find out about tree preservation orders,508,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1343
Arun District Council,45UC,5,Apply for an allotment,510,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2588
Arun District Council,45UC,5,Find out about allotments,510,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2588
Arun District Council,45UC,5,Apply to carry out works on a property in a conservation area,512,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1343
Arun District Council,45UC,5,Find out about carrying out works on a property in a conservation area,512,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1343
Arun District Council,45UC,5,Find out about street naming and numbering,513,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2362
Arun District Council,45UC,5,Find out about listed buildings,514,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1343
Arun District Council,45UC,5,Search the register of planning decisions,516,8,http://www.arun.gov.uk/cgi-bin/buildpage2.pl?mysql=929
Arun District Council,45UC,5,Report a missed bin collection,524,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=3363
Arun District Council,45UC,5,Find out which day the refuse is collected ,524,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2103
Arun District Council,45UC,5,Find out about domestic bins,526,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2103
Arun District Council,45UC,5,Apply for a special collection for large items,528,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=4672
Arun District Council,45UC,5,Find out about special collections for large items,528,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=4672
Arun District Council,45UC,5,Find out about disposing of garden waste,530,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=543
Arun District Council,45UC,5,Apply for a recycling bin,533,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2103
Arun District Council,45UC,5,Find out more about recycling collections,533,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2103
Arun District Council,45UC,5,Find your nearest recycling centre,534,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=4684
Arun District Council,45UC,5,Report an obstruction on a pavement,536,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2093
Arun District Council,45UC,5,Find out more about blocked pavements,536,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2093
Arun District Council,45UC,5,Report a problem with a pavement,537,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2093
Arun District Council,45UC,5,Find out more about pavement problems,537,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2093
Arun District Council,45UC,5,Report a problem with a street name plate,541,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2362
Arun District Council,45UC,5,Find out about street name plates,541,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2362
Arun District Council,45UC,5,Find out about safe routes to school,546,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2094
Arun District Council,45UC,5,Report an obstruction on a road,550,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2096
Arun District Council,45UC,5,Find out about road obstructions,550,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2095
Arun District Council,45UC,5,Report road flooding,555,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2098
Arun District Council,45UC,5,Find out about road flooding,555,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2097
Arun District Council,45UC,5,Report a pothole,557,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2100
Arun District Council,45UC,5,Find out about potholes,557,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2099
Arun District Council,45UC,5,Report a problem with a street light,564,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2102
Arun District Council,45UC,5,Find out about street lights,564,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2101
Arun District Council,45UC,5,Report a problem with a traffic light,567,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2104
Arun District Council,45UC,5,Find out about traffic lights,567,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2103
Arun District Council,45UC,5,Find out about road works in your area,569,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2105
Arun District Council,45UC,5,Report a dead animal,576,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=3090
Arun District Council,45UC,5,Find out about dead animal removal,576,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=3090
Arun District Council,45UC,5,Report a dog fouling problem,577,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=543
Arun District Council,45UC,5,Find out about dog fouling,577,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=54
Arun District Council,45UC,5,Report a litter problem,580,0,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=1019
Arun District Council,45UC,5,Find out about street cleaning,580,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=1019
Arun District Council,45UC,5,Report a graffiti problem,584,0,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=534
Arun District Council,45UC,5,Find out about graffiti problems,584,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=534
Arun District Council,45UC,5,Report vandalism,586,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=23
Arun District Council,45UC,5,Find out about vandalism,586,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=23
Arun District Council,45UC,5,Report flytipping,587,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2093
Arun District Council,45UC,5,Find out about flytipping,587,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2093
Arun District Council,45UC,5,Report flyposting,588,0,http://www.arun.gov.uk/assets/pdf/eForms/ComplaintsInvestigationsForm.pdf
Arun District Council,45UC,5,Find out about flyposting,588,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1346
Arun District Council,45UC,5,Report a dangerous building or structure,600,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=476
Arun District Council,45UC,5,Find out about dangerous buildings and structures,600,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=476
Arun District Council,45UC,5,Find out about nuisance caused by demolition work,603,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1346
Arun District Council,45UC,5,Find out about personal searches of local land charges,610,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=277
Arun District Council,45UC,5,Find out about grants to local voluntary organisations,615,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=115
Arun District Council,45UC,5,Find a tourist information centre,623,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=393
Arun District Council,45UC,5,Find out about leisure activities for older people,640,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=47
Arun District Council,45UC,5,Find out about sports clubs,641,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=130
Arun District Council,45UC,5,Find out about youth clubs,642,8,http://www.arun.gov.uk/cgi-bin/orgcatlist.pl#c2_youth_clubs
Arun District Council,45UC,5,Find out about activities for young people,643,8,http://www.inspireleisure.co.uk/
Arun District Council,45UC,5,Book a sports facility,644,1,http://www.inspireleisure.co.uk/
Arun District Council,45UC,5,Find out about sports facilities,644,8,http://www.inspireleisure.co.uk/
Arun District Council,45UC,5,Find out about properties which are not fit to live in,650,8,http://www.arun.gov.uk/cgi-bin/buildpage2.pl?mysql=2719
Arun District Council,45UC,5,Find out about debt counselling,651,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1981
Arun District Council,45UC,5,Find out about advice for tenants and landlords in the private sector,652,8,http://www.arun.gov.uk/cgi-bin/buildpage2.pl?mysql=2128
Arun District Council,45UC,5,Apply for permission to alter your council home,654,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1827
Arun District Council,45UC,5,Find out about improving a council property,654,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1827
Arun District Council,45UC,5,Find out about gypsy and traveller sites,655,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=244
Arun District Council,45UC,5,Find out about alley gating,657,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=1334
Arun District Council,45UC,5,Find out about blocked drains,664,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=229
Arun District Council,45UC,5,Find out about supported tenancies,665,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1683
Arun District Council,45UC,5,Find out about play facilities in the community,670,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=4041
Arun District Council,45UC,5,Find out about a council funeral,671,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=4643
Arun District Council,45UC,5,Find out about open and derelict properties,684,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=476
Arun District Council,45UC,5,Find out about emergency planning for a major incident,703,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=55
Arun District Council,45UC,5,Request a change of council tenancy,711,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1827
Arun District Council,45UC,5,Find out about changing a council tenancy,711,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1827
Arun District Council,45UC,5,Find out about local council meetings,719,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=20
Arun District Council,45UC,5,Find out about election results,721,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=5326
Arun District Council,45UC,5,Make a freedom of information request,722,0,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=599
Arun District Council,45UC,5,Find out about freedom of information requests,722,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=599
Arun District Council,45UC,5,Find out about holiday accommodation,734,8,http://www.sussexbythesea.com/site/accommodation
Arun District Council,45UC,5,Find out about countryside volunteering,750,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1203
Arun District Council,45UC,5,Find out about the use and mooring of houseboats,780,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=1333
Arun District Council,45UC,5,"Find out about local support groups for children, young people and families",831,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=130
Arun District Council,45UC,5,Find out about local arts events,838,8,http://www.arun.gov.uk/cgi-bin/arunevents.pl?
Arun District Council,45UC,5,Request collection of hazardous waste,850,0,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=558
Arun District Council,45UC,5,Find out about hazardous waste collection,850,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=558
Arun District Council,45UC,5,Find out about recycling,851,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=191
Arun District Council,45UC,5,Find out about Local Development Frameworks,856,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=2118
Arun District Council,45UC,5,Request a collection of clinical waste,859,0,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=246
Arun District Council,45UC,5,Find out about collection of clinical waste,859,8,http://www.arun.gov.uk/cgi-bin/a2zshow.pl?qtype=ID&qstring=246
Arun District Council,45UC,5,Have your say: licences - alcohol and entertainment - premises ,860,3,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=69
Arun District Council,45UC,5,Find out about licences: alcohol and entertainment - premises ,860,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=69
Arun District Council,45UC,5,Find out about local consultations,867,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=192
Arun District Council,45UC,5,Find out about community safety,870,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=23
Arun District Council,45UC,5,Get local information about swine flu,1287,8,http://www.arun.gov.uk/
Arun District Council,45UC,5,Get local information on services disrupted by severe weather,1307,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=1174
Arun District Council,45UC,5,Find out about details of council expenditure over £500,1465,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=5649
Arun District Council,45UC,5,Find out how to hold a street party,1580,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=94
Arun District Council,45UC,5,Find out when you can check the accounts at  your council,1584,8,http://www.arun.gov.uk/main.cfm?type=NOTICEOFPUBLICRIGH
Ashfield District Council,37UB,6,Pay your council tax,57,2,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/council-tax-and-finance/
Ashfield District Council,37UB,6,Find out more about council tax,57,8,http://www.ashfield-dc.gov.uk/ccm/navigation/council--government-and-democracy/council-tax-and-finance/
Ashfield District Council,37UB,6,Check your council tax balance,58,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/benefits-faq/the-revenues-division/
Ashfield District Council,37UB,6,Find out about your council tax account,58,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/benefits-faq/the-revenues-division/
Ashfield District Council,37UB,6,Apply for a discount on council tax,59,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-discount/
Ashfield District Council,37UB,6,Find out about discounts on council tax,59,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-discount/
Ashfield District Council,37UB,6,Apply for an exemption from council tax,60,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/benefits-faq/the-revenues-division/
Ashfield District Council,37UB,6,Find out about exemptions from council tax,60,8,http://www.ashfield-dc.gov.uk/ccm/navigation/housing/housing-advice/council-tax/which-properties-are-exempt-from-council-tax-/
Ashfield District Council,37UB,6,Apply for a council tax band reduction,61,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/council-tax-benefit-appeals/
Ashfield District Council,37UB,6,Find out about council tax band reductions,61,8,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax/what-are-valuation-bands-/
Ashfield District Council,37UB,6,Apply for backdating of council tax benefit,62,0,http://www.ashfield-dc.gov.uk/ccm/navigation/advice-and-benefits/council-tax-and-finance/council-tax-benefits-/backdating/
